values() , getAllJobStatuses(), supportsSymlinks()
close() , getIncreaseRequests(), serviceStart(), getQueueName()
toString() , getStagingAreaDir(), getJobEndNotificationURI(), getStart(), isSuccessful()
reset() , getTypeID(), getStartTime(), getNumExcludedNodes(), getPort()
getConf() , values(), supportsSymlinks(), getEmptier()
stop() ,
hashCode() , getResourceKey()
get() , getOutputCommitter()
getWorkingDirectory() ,
getLength() , getBlockSize(), getFieldTypeInfos()
getId() , getQueue(), mark(), getDefaultExtension()
nextKeyValue() , getTypeID(), getStagingAreaDir(), getType(), getUri(), getApplicationAttemptId(), getPort()
value() , getOutputFormat()
getProgress() ,
getName() , getCanonicalServiceName(), getOutputCommitter(), hsync()
start() , getMapOutputValueClass()
getInstance() , getScheme()
getCurrentValue() , context(), getRolledLogsExcludePattern(), getTypes()
getCurrentKey() , run(org.apache.hadoop.mapreduce.Reducer.Context)
run() ,
name() , getJobName(), done()
getUri() , getApplicationAttemptId(), createCheckpoint(), getAllJobStatuses(), getAMRMToken()
getUser() ,
getApplicationId() , reduceProgress(), shutdown()
id() , getFinishTime()
getHomeDirectory() , getContainerToken(), getNeededResources()
getScheme() , getBlockSize(), hasNext()
clear() ,
getBytes() ,
getRemaining() , getJobEndNotificationURI(), getStagingAreaDir()
isEnabled() , getHistoryUrl(), getJobEndNotificationURI(), mark()
incr() , getQueueName()
getKind() ,
hasNext() , getKeyClass(), getRawFileSystem(), getRootQueueInfos()
finished() ,
getPriority() , getCreationTime()
getStart() , getScheme(), isSuccessful(), serviceStop()
supportsSymlinks() , get(), getSpeculativeExecution(), getApplicationAttemptId()
size() ,
flush() , getRemaining()
clone() , run()
shutdown() , getApplicationId()
getSingleton() , getRawFileSystem()
getStartTime() , getTypeID(), reset(), isRecoverySupported()
checkpoint() ,
serviceStop() , getStart()
getQueueName() , getIncreaseRequests(), getJobTrackerState(), hasNext(), getClusterNodeCount()
getDefaultBlockSize() , getGroupingComparator()
getLocations() , getJobName()
getHost() ,
resetState() , getReservationId()
getJobName() , getLocations()
getServerDefaults() , getApplicationName()
needsInput() ,
getPos() ,
getTrackingUrl() , getScheme(), enable_tracing()
getQueue() , hasNext()
serviceStart() , close(), getIncreaseRequests(), getQueueName()
getApplicationAttemptId() , supportsSymlinks()
getMaxReduceAttempts() , newMetricsSourceName(), getDisplayName(), getClientAcls(), createTimelineClient()
getMemoryForMapTask() ,
getFailureCause() , getAMContainerSpec()
getConfiguration() , getBlockers()
getJobID() , getProfileParams()
copyBytes() ,
getDecompressorType() , getServiceStatus()
getReservationId() , getBytes()
createValue() , finished()
getDiagnostics() , clone(), getBlacklistedTrackerNames(), getModificationTime()
getStatus() , getDuration(), getResourceName(), getMapSlotCapacity(), getSpeculativeExecution()
createCompressor() , getNMTokenCache(), getFencer()
getInitialWorkingDirectory() ,
